Designator,Val,Package,Mid X,Mid Y,Rotation,Layer
C1,10uF,CL10A106KP8NNNC,146.61,-79.35,0.0,top
R1,1K,RCG06031K00FKEA,142.7425,-78.3922,0.0,top
R2,2K,0603WAF2001T5E,146.63,-77.475,0.0,top
R3,100K,CRCW0603100KFKEA,149.9,-79.325,180.0,top
R4,100K,CRCW0603100KFKEA,149.9,-77.475,0.0,top
